sample_id,npz_path,title,ese_path,course,duration_frames,clipped,parsed_note_count,manifest_note_count,combo
000671_r741,data\cache\encoder_v1\000671_r741.npz,"Help me, ERINNNNNN!!","D:\taiko\ESE-master\ese\05 Variety\Help me, ERINNNNNN!!\Help me, ERINNNNNN!!.tja",Oni,2613,False,542,542,542
000830_r925,data\cache\encoder_v1\000830_r925.npz,GOIN'!!!(裏),D:\taiko\ESE-master\ese\07 Game Music\GOIN’!!!\GOIN!!!.tja,Edit,2556,False,513,513,513
000271_r303,data\cache\encoder_v1\000271_r303.npz,FREEDOM DiVE↓,D:\taiko\ESE-master\ese\05 Variety\FREEDOM DiVE\FREEDOM DiVE.tja,Oni,3118,False,1024,1024,1024
000562_r620,data\cache\encoder_v1\000562_r620.npz,アスノヨゾラ哨戒班,D:\taiko\ESE-master\ese\03 Vocaloid\Asu no Yozora Shoukaihan\Asu no Yozora Shoukaihan.tja,Oni,2579,False,719,719,719
000891_r993,data\cache\encoder_v1\000891_r993.npz,Many wow bang!,D:\taiko\ESE-master\ese\09 Namco Original\Many wow bang!\Many wow bang!.tja,Edit,2161,False,497,497,478
000071_r79,data\cache\encoder_v1\000071_r79.npz,ON SAY GO SAY(裏),D:\taiko\ESE-master\ese\09 Namco Original\ON SAY GO SAY\ON SAY GO SAY.tja,Edit,2029,False,621,621,621
000782_r872,data\cache\encoder_v1\000782_r872.npz,オトノケ,D:\taiko\ESE-master\ese\02 Anime\Otonoke\Otonoke.tja,Oni,1970,False,542,542,542
000445_r484,data\cache\encoder_v1\000445_r484.npz,ツンデレCafeへようこそ☆,D:\taiko\ESE-master\ese\09 Namco Original\Tsundere Cafe e Youkoso☆\Tsundere Cafe e Youkoso.tja,Oni,2541,False,555,555,555
001052_r1174,data\cache\encoder_v1\001052_r1174.npz,Aloft in the wind,D:\taiko\ESE-master\ese\09 Namco Original\Aloft in the wind\Aloft in the wind.tja,Oni,2431,False,441,441,441
001147_r1280,data\cache\encoder_v1\001147_r1280.npz,ALIVE,D:\taiko\ESE-master\ese\02 Anime\ALIVE\ALIVE.tja,Oni,1882,False,391,391,391
000796_r887,data\cache\encoder_v1\000796_r887.npz,Radiant,D:\taiko\ESE-master\ese\07 Game Music\Radiant\Radiant.tja,Oni,3054,False,557,557,557
000294_r327,data\cache\encoder_v1\000294_r327.npz,初音ミクの消失‐劇場版‐,D:\taiko\ESE-master\ese\03 Vocaloid\Hatsune Miku no Shoushitsu -Gekijouban-\Hatsune Miku no Shoushitsu -Gekijouban-.tja,Oni,2726,False,765,765,765
000944_r1054,data\cache\encoder_v1\000944_r1054.npz,スクロール・ミカ,D:\taiko\ESE-master\ese\09 Namco Original\Scroll Mika\Scroll Mika.tja,Oni,3506,False,765,765,765
001160_r1295,data\cache\encoder_v1\001160_r1295.npz,メズマライザー,D:\taiko\ESE-master\ese\03 Vocaloid\Mesmerizer\Mesmerizer.tja,Oni,2711,False,505,505,505
001125_r1255,data\cache\encoder_v1\001125_r1255.npz,太鼓のマーチ,D:\taiko\ESE-master\ese\07 Game Music\Taiko March\Taiko March.tja,Oni,3343,False,553,553,553
001064_r1186,data\cache\encoder_v1\001064_r1186.npz,+♂(プラス男子),D:\taiko\ESE-master\ese\03 Vocaloid\Plus Danshi\+♂ -Plus Danshi-.tja,Oni,2966,False,583,583,583
000987_r1102,data\cache\encoder_v1\000987_r1102.npz,オトナブルー,D:\taiko\ESE-master\ese\01 Pop\Otonablue\Otonablue.tja,Oni,2285,False,446,446,446
000785_r876,data\cache\encoder_v1\000785_r876.npz,super star shooter,D:\taiko\ESE-master\ese\09 Namco Original\super star shooter\super star shooter.tja,Oni,2395,False,654,654,654
000089_r99,data\cache\encoder_v1\000089_r99.npz,儚姫は原初に舞う(裏),D:\taiko\ESE-master\ese\09 Namco Original\Hakanaki wa Gensho ni Mau\Hakanaki wa Gensho ni Mau.tja,Edit,2574,False,914,914,914
000357_r392,data\cache\encoder_v1\000357_r392.npz,IN THE ZONE,D:\taiko\ESE-master\ese\07 Game Music\IN THE ZONE\IN THE ZONE.tja,Oni,2584,False,765,765,765
000288_r321,data\cache\encoder_v1\000288_r321.npz,天狗囃子,D:\taiko\ESE-master\ese\09 Namco Original\Tengu-bayashi\Tengu-bayashi.tja,Oni,3327,False,734,734,734
000492_r537,data\cache\encoder_v1\000492_r537.npz,EXRiXiS,D:\taiko\ESE-master\ese\09 Namco Original\EXRiXiS\EXRiXiS.tja,Oni,2691,False,761,761,761
000383_r418,data\cache\encoder_v1\000383_r418.npz,Got more raves？,D:\taiko\ESE-master\ese\07 Game Music\Got more raves\Got more raves.tja,Oni,2551,False,702,702,702
000989_r1104,data\cache\encoder_v1\000989_r1104.npz,サンバ アレグリーア,D:\taiko\ESE-master\ese\09 Namco Original\Samba Alegria\Samba Alegria.tja,Oni,2848,False,619,619,619
000971_r1084,data\cache\encoder_v1\000971_r1084.npz,君のプラネット,D:\taiko\ESE-master\ese\09 Namco Original\Kimi no Planet\Kimi no Planet.tja,Oni,3304,False,450,450,450
000594_r655,data\cache\encoder_v1\000594_r655.npz,ぷるぷるしんぷる,D:\taiko\ESE-master\ese\09 Namco Original\Purupuru Simple\Purupuru Simple.tja,Oni,2408,False,652,652,652
000232_r258,data\cache\encoder_v1\000232_r258.npz,弧,D:\taiko\ESE-master\ese\09 Namco Original\Arc\Arc.tja,Oni,2749,False,1138,1138,1138
001199_r1342,data\cache\encoder_v1\001199_r1342.npz,キミと響くハーモニー,D:\taiko\ESE-master\ese\09 Namco Original\Kimi to Hibiku Harmony\Kimi to Hibiku Harmony.tja,Oni,2759,False,466,466,466
000736_r814,data\cache\encoder_v1\000736_r814.npz,輝きを求めて,D:\taiko\ESE-master\ese\09 Namco Original\Kagayaki o Motomete\Kagayaki o Motomete.tja,Oni,2120,False,471,471,471
000010_r13,data\cache\encoder_v1\000010_r13.npz,神竜 ～Shinryu～(裏),D:\taiko\ESE-master\ese\09 Namco Original\Dragon of Divinity Shinryu\Dragon of Divinity Shinryu.tja,Edit,2930,False,1365,1365,1365
001192_r1334,data\cache\encoder_v1\001192_r1334.npz,香水,D:\taiko\ESE-master\ese\01 Pop\Kousui\Kousui.tja,Oni,2035,False,335,335,335
000097_r107,data\cache\encoder_v1\000097_r107.npz,GIGALODOON(裏),D:\taiko\ESE-master\ese\09 Namco Original\GIGALODOON\GIGALODOON.tja,Edit,2974,False,1090,1090,1090
000680_r751,data\cache\encoder_v1\000680_r751.npz,Altale,D:\taiko\ESE-master\ese\05 Variety\Altale\Altale.tja,Oni,3138,False,540,540,540
001220_r1363,data\cache\encoder_v1\001220_r1363.npz,太鼓ラブ！,D:\taiko\ESE-master\ese\09 Namco Original\Taiko Love!\Taiko Love!.tja,Oni,3176,False,521,521,521
000315_r349,data\cache\encoder_v1\000315_r349.npz,ピコピコ ルイン(裏),D:\taiko\ESE-master\ese\09 Namco Original\Picopico Ruin\Picopico Ruin.tja,Edit,2808,False,1000,1000,1000
001176_r1312,data\cache\encoder_v1\001176_r1312.npz,河内音頭 ～ふしづくし～,D:\taiko\ESE-master\ese\06 Classical\Kawachi Ondo Fushi-zukushi\Kawachi Ondo Fushi-zukushi.tja,Oni,2750,False,400,400,400
001103_r1232,data\cache\encoder_v1\001103_r1232.npz,Marine Mirage,D:\taiko\ESE-master\ese\01 Pop\Marine Mirage\Marine Mirage.tja,Oni,2707,False,522,522,522
001086_r1213,data\cache\encoder_v1\001086_r1213.npz,ダン・ダン ドゥビ・ズバー！,D:\taiko\ESE-master\ese\02 Anime\Dun Dun Doobie Zubah!\Dun Dun Doobie Zubah!.tja,Oni,1810,False,384,384,384
001029_r1148,data\cache\encoder_v1\001029_r1148.npz,花漾,D:\taiko\ESE-master\ese\09 Namco Original\Kayou ～Flourishing Blossoms～\Kayou Flourishing Blossoms.tja,Oni,2143,False,453,453,453
000354_r389,data\cache\encoder_v1\000354_r389.npz,チェインクロニクル 最終決戦メドレー(裏),D:\taiko\ESE-master\ese\07 Game Music\Chain Chronicle Final Battle Medley\Chain Chronicle Final Battle Medley.tja,Edit,2788,False,820,820,820
000740_r818,data\cache\encoder_v1\000740_r818.npz,バーニングフォースメドレー,D:\taiko\ESE-master\ese\07 Game Music\Burning Force Medley\Burning Force Medley.tja,Oni,3022,False,748,748,748
000485_r530,data\cache\encoder_v1\000485_r530.npz,Leviathan,D:\taiko\ESE-master\ese\07 Game Music\Leviathan\Leviathan.tja,Oni,2747,False,754,754,754
001165_r1300,data\cache\encoder_v1\001165_r1300.npz,ハロ,D:\taiko\ESE-master\ese\02 Anime\Halo\Halo.tja,Oni,1930,False,386,386,386
000729_r806,data\cache\encoder_v1\000729_r806.npz,千本桜(裏),D:\taiko\ESE-master\ese\03 Vocaloid\Senbonzakura\Senbonzakura.tja,Edit,3794,False,1000,1000,1000
001108_r1237,data\cache\encoder_v1\001108_r1237.npz,GEEDの証,D:\taiko\ESE-master\ese\02 Anime\GEED no Akashi\GEED no Akashi.tja,Oni,1899,False,410,410,410
000598_r660,data\cache\encoder_v1\000598_r660.npz,リヒト(裏),D:\taiko\ESE-master\ese\05 Variety\Licht\Licht.tja,Edit,2227,False,645,645,645
001174_r1309,data\cache\encoder_v1\001174_r1309.npz,インベーダーインベーダー,D:\taiko\ESE-master\ese\01 Pop\Invader Invader\Invader Invader.tja,Oni,2424,False,482,482,482
000134_r145,data\cache\encoder_v1\000134_r145.npz,GERBERA,D:\taiko\ESE-master\ese\07 Game Music\GERBERA\GERBERA.tja,Oni,2649,False,973,973,973
000316_r350,data\cache\encoder_v1\000316_r350.npz,セイクリッド ルイン(裏),D:\taiko\ESE-master\ese\09 Namco Original\Sacred Ruin\Sacred Ruin.tja,Edit,2808,False,1000,1000,1000
000151_r165,data\cache\encoder_v1\000151_r165.npz,星河一天,D:\taiko\ESE-master\ese\09 Namco Original\Seigaitten\Seigaitten.tja,Oni,2634,False,858,858,858
000413_r449,data\cache\encoder_v1\000413_r449.npz,白日夢、霧雨に溶けて,"D:\taiko\ESE-master\ese\09 Namco Original\Hakujitsumu, Kirisame ni Tokete\Hakujitsumu, Kirisame ni Tokete.tja",Oni,2844,False,690,690,690
000164_r178,data\cache\encoder_v1\000164_r178.npz,チルノのパーフェクトさんすう教室 ⑨周年バージョン(裏),D:\taiko\ESE-master\ese\05 Variety\Cirno’s Perfect Math Class -⑨th Anniversary Version-\Cirnos Perfect Math Class -⑨th Anniversary Version-.tja,Edit,7817,False,909,909,909
000467_r511,data\cache\encoder_v1\000467_r511.npz,毒LOＣＡＮdy♡,D:\taiko\ESE-master\ese\09 Namco Original\DOQLOCANDy\DOQLOCANDy.tja,Oni,2820,False,777,777,777
000429_r465,data\cache\encoder_v1\000429_r465.npz,蒼の旋律,D:\taiko\ESE-master\ese\09 Namco Original\Ao no Senritsu\Ao no Senritsu.tja,Oni,2770,False,933,933,933
000808_r899,data\cache\encoder_v1\000808_r899.npz,にんじんにん,D:\taiko\ESE-master\ese\03 Vocaloid\Ninjin Nin\Ninjin Nin.tja,Oni,2327,False,592,592,592
000069_r77,data\cache\encoder_v1\000069_r77.npz,まるくてはやくてすさまじいリズム,D:\taiko\ESE-master\ese\09 Namco Original\Marukute Hayakute Susamajii Rhythm\Marukute Hayakute Susamajii Rhythm.tja,Oni,2557,False,978,978,978
000980_r1095,data\cache\encoder_v1\000980_r1095.npz,テルミン狂想曲,D:\taiko\ESE-master\ese\09 Namco Original\Theremin Rhapsody\Theremin Rhapsody.tja,Oni,2549,False,401,401,401
000131_r142,data\cache\encoder_v1\000131_r142.npz,VERTeX,D:\taiko\ESE-master\ese\07 Game Music\VERTeX\VERTeX.tja,Oni,2455,False,806,806,806
000192_r209,data\cache\encoder_v1\000192_r209.npz,Doppelgangers(裏),D:\taiko\ESE-master\ese\05 Variety\Doppelgangers\Doppelgangers.tja,Edit,3182,False,929,929,929
000472_r516,data\cache\encoder_v1\000472_r516.npz,Fallen Angel,D:\taiko\ESE-master\ese\03 Vocaloid\Fallen Angel\Fallen Angel.tja,Oni,3201,False,845,845,845
000168_r183,data\cache\encoder_v1\000168_r183.npz,Rotter Tarmination(裏),D:\taiko\ESE-master\ese\09 Namco Original\Rotter Tarmination\Rotter Tarmination.tja,Edit,2405,False,943,943,943
000564_r622,data\cache\encoder_v1\000564_r622.npz,DON’T CUT(裏),D:\taiko\ESE-master\ese\09 Namco Original\DONT CUT\DON’T CUT.tja,Edit,2677,False,754,754,754
000539_r593,data\cache\encoder_v1\000539_r593.npz,螺旋周回軌道,D:\taiko\ESE-master\ese\09 Namco Original\Rasen Shuukai Kidou\Rasen Shuukai Kidou.tja,Oni,2799,False,671,671,671
000239_r269,data\cache\encoder_v1\000239_r269.npz,ハンロック,D:\taiko\ESE-master\ese\06 Classical\Hung-rock\Hung-rock.tja,Oni,2338,False,611,611,611
000769_r852,data\cache\encoder_v1\000769_r852.npz,Dr.WILY STAGE 1,D:\taiko\ESE-master\ese\07 Game Music\Dr. WILY STAGE 1\Dr. WILY STAGE 1.tja,Oni,2349,False,609,609,609
000514_r559,data\cache\encoder_v1\000514_r559.npz,令・和太鼓,D:\taiko\ESE-master\ese\09 Namco Original\Rei Wadaiko\Rei Wadaiko.tja,Oni,2911,False,629,629,629
001112_r1241,data\cache\encoder_v1\001112_r1241.npz,DREAMERS' PARADISE,D:\taiko\ESE-master\ese\01 Pop\DREAMERS’ PARADISE\DREAMERS PARADISE.tja,Oni,2793,False,488,488,488
000098_r108,data\cache\encoder_v1\000098_r108.npz,束ね糸,D:\taiko\ESE-master\ese\09 Namco Original\Tabaneito\Tabaneito.tja,Oni,2662,False,976,976,976
000972_r1085,data\cache\encoder_v1\000972_r1085.npz,白猫きゃらめる夢幻のわたあめ,D:\taiko\ESE-master\ese\09 Namco Original\Shiro Neko Caramel Mugen no Wata-ame\Shiro Neko Caramel Mugen no Wata-ame.tja,Oni,2998,False,634,634,634
000764_r847,data\cache\encoder_v1\000764_r847.npz,深緋の心臓 ‐SCARLET HEART‐,D:\taiko\ESE-master\ese\05 Variety\Kokihi no Shinzou -SCARLET HEART-\Kokihi no Shinzou -SCARLET HEART-.tja,Oni,2643,False,666,666,666
000299_r332,data\cache\encoder_v1\000299_r332.npz,waitin' for u,D:\taiko\ESE-master\ese\05 Variety\waitin’ for u\waitin for u.tja,Oni,2546,False,762,762,762
001259_r1404,data\cache\encoder_v1\001259_r1404.npz,となりのトトロ,D:\taiko\ESE-master\ese\02 Anime\Tonari no Totoro\Tonari no Totoro.tja,Oni,2117,False,296,296,296
000709_r784,data\cache\encoder_v1\000709_r784.npz,Dive to Blue,D:\taiko\ESE-master\ese\01 Pop\Dive to Blue\Dive to Blue.tja,Oni,2603,False,641,641,641
000433_r471,data\cache\encoder_v1\000433_r471.npz,トンガチン,D:\taiko\ESE-master\ese\09 Namco Original\Tongachin\Tongachin.tja,Oni,2230,False,474,474,474
000600_r662,data\cache\encoder_v1\000600_r662.npz,合唱スタボーフェ！,D:\taiko\ESE-master\ese\09 Namco Original\Gasshou Stabofe!\Gasshou Stabofe!.tja,Oni,2519,False,673,673,673
000904_r1009,data\cache\encoder_v1\000904_r1009.npz,PEACEKEEPER,D:\taiko\ESE-master\ese\02 Anime\PEACEKEEPER\PEACEKEEPER.tja,Oni,1939,False,429,429,429
000639_r704,data\cache\encoder_v1\000639_r704.npz,Phantom Rider,D:\taiko\ESE-master\ese\09 Namco Original\Phantom Rider\Phantom Rider.tja,Oni,3357,False,697,697,697
000197_r216,data\cache\encoder_v1\000197_r216.npz,Ignis Danse,D:\taiko\ESE-master\ese\09 Namco Original\Ignis Danse\Ignis Danse.tja,Oni,2533,False,818,818,818
001155_r1290,data\cache\encoder_v1\001155_r1290.npz,ソラのミチシルベ,D:\taiko\ESE-master\ese\07 Game Music\Sora no Michishirube\Sora no Michishirube.tja,Oni,2521,False,339,339,339
000962_r1075,data\cache\encoder_v1\000962_r1075.npz,ちゅ、多様性。,D:\taiko\ESE-master\ese\01 Pop\Chu Tayousei\Chu Tayousei.tja,Oni,1961,False,468,468,468
000297_r330,data\cache\encoder_v1\000297_r330.npz,SstTAarR*,D:\taiko\ESE-master\ese\03 Vocaloid\SstTAarR\SstTAarR.tja,Oni,2508,False,848,848,848
000090_r100,data\cache\encoder_v1\000090_r100.npz,モノクロームユートピア,D:\taiko\ESE-master\ese\09 Namco Original\Monochrome Utopia\Monochrome Utopia.tja,Oni,2480,False,682,682,682
001190_r1330,data\cache\encoder_v1\001190_r1330.npz,Savage Love,D:\taiko\ESE-master\ese\01 Pop\Savage Love\Savage Love.tja,Oni,1724,False,272,272,272
001218_r1361,data\cache\encoder_v1\001218_r1361.npz,乙女解剖,D:\taiko\ESE-master\ese\03 Vocaloid\Otome Kaibou\Otome Kaibou.tja,Oni,2316,False,352,352,352
000614_r678,data\cache\encoder_v1\000614_r678.npz,ミーナのおやしき,D:\taiko\ESE-master\ese\09 Namco Original\Meena no Oyashiki\Meena no Oyashiki.tja,Oni,2652,False,607,607,607
000152_r166,data\cache\encoder_v1\000152_r166.npz,FLOWER(裏),D:\taiko\ESE-master\ese\07 Game Music\FLOWER\FLOWER.tja,Edit,2571,False,873,873,873
000482_r527,data\cache\encoder_v1\000482_r527.npz,がしゃどくろ,D:\taiko\ESE-master\ese\09 Namco Original\Gashadokuro\Gashadokuro.tja,Oni,2889,False,614,614,614
000062_r69,data\cache\encoder_v1\000062_r69.npz,コネクトカラーズ,D:\taiko\ESE-master\ese\09 Namco Original\Connect Colors\Connect Colors.tja,Oni,2798,False,872,872,872
000849_r945,data\cache\encoder_v1\000849_r945.npz,青のすみか,D:\taiko\ESE-master\ese\02 Anime\Ao no Sumika\Ao no Sumika.tja,Oni,1956,False,460,460,460
000915_r1020,data\cache\encoder_v1\000915_r1020.npz,Mani Mani(Prod. TAKU INOUE),D:\taiko\ESE-master\ese\05 Variety\Mani Mani\Mani Mani.tja,Oni,2663,False,463,463,463
000561_r619,data\cache\encoder_v1\000561_r619.npz,バブリー革命 ～ばんばんバブル～(裏),D:\taiko\ESE-master\ese\01 Pop\Bubbly Kakumei Bang Bang Bubble\Bubbly Kakumei Bang Bang Bubble.tja,Edit,2869,False,828,828,828
000554_r612,data\cache\encoder_v1\000554_r612.npz,うまぴょい伝説(裏),D:\taiko\ESE-master\ese\02 Anime\Umapyoi Densetsu\Umapyoi Densetsu.tja,Edit,2923,False,825,825,825
001257_r1402,data\cache\encoder_v1\001257_r1402.npz,CHEMY×STORY,D:\taiko\ESE-master\ese\04 Children and Folk\CHEMY STORY\CHEMY STORY.tja,Oni,1797,False,326,326,326
001026_r1144,data\cache\encoder_v1\001026_r1144.npz,それは僕たちの奇跡,D:\taiko\ESE-master\ese\02 Anime\Sore wa Bokutachi no Kiseki\Sore wa Bokutachi no Kiseki.tja,Oni,1983,False,377,377,377
001140_r1270,data\cache\encoder_v1\001140_r1270.npz,WOW,D:\taiko\ESE-master\ese\01 Pop\WOW\WOW.tja,Oni,1954,False,304,304,304
000113_r123,data\cache\encoder_v1\000113_r123.npz,Parousia,D:\taiko\ESE-master\ese\05 Variety\Parousia\Parousia.tja,Oni,2712,False,787,787,787
000556_r614,data\cache\encoder_v1\000556_r614.npz,激運！七福ハッピークルー,D:\taiko\ESE-master\ese\09 Namco Original\Geki-un! Shichifuku Happy Crew\Geki-un! Shichifuku Happy Crew.tja,Oni,2557,False,777,777,777
000074_r83,data\cache\encoder_v1\000074_r83.npz,ラパスの虹(裏),D:\taiko\ESE-master\ese\09 Namco Original\La Paz no Niji\La Paz no Niji.tja,Edit,2499,False,909,909,909
000255_r286,data\cache\encoder_v1\000255_r286.npz,夏竜 ～Karyu～(裏),D:\taiko\ESE-master\ese\09 Namco Original\Dragon of Summer Karyu\Dragon of Summer Karyu.tja,Edit,3027,False,800,800,800
000201_r222,data\cache\encoder_v1\000201_r222.npz,SoulStone -闇喰イサァカス団-,D:\taiko\ESE-master\ese\09 Namco Original\SoulStone Yamikui Circus Troupe\SoulStone Yamikui Circus Troupe.tja,Oni,3260,False,1079,1079,1079
001195_r1337,data\cache\encoder_v1\001195_r1337.npz,ミツボシ☆☆★,D:\taiko\ESE-master\ese\07 Game Music\Mitsuboshi☆☆★\Mitsuboshi.tja,Oni,2807,False,456,456,456
001008_r1126,data\cache\encoder_v1\001008_r1126.npz,Habit,D:\taiko\ESE-master\ese\01 Pop\Habit\Habit.tja,Oni,2454,False,384,384,384
000609_r673,data\cache\encoder_v1\000609_r673.npz,星屑とリニアと僕,D:\taiko\ESE-master\ese\09 Namco Original\Hoshikuzu to Linear to Boku\Hoshikuzu to Linear to Boku.tja,Oni,2821,False,707,707,707
000699_r773,data\cache\encoder_v1\000699_r773.npz,命に嫌われている。(裏),D:\taiko\ESE-master\ese\03 Vocaloid\Inochi ni Kirawarete iru\Inochi ni Kirawarete iru..tja,Edit,1843,False,486,486,486
000129_r139,data\cache\encoder_v1\000129_r139.npz,メタナイトの逆襲メドレー(裏),D:\taiko\ESE-master\ese\07 Game Music\Revenge of Meta Knight Medley\Revenge of Meta Knight Medley.tja,Edit,3446,False,1000,1000,1000
000574_r634,data\cache\encoder_v1\000574_r634.npz,モンスターハンター4 メドレー,D:\taiko\ESE-master\ese\07 Game Music\Monster Hunter 4 Medley\Monster Hunter 4 Medley.tja,Oni,3503,False,722,722,722
000500_r545,data\cache\encoder_v1\000500_r545.npz,六兆年と一夜物語(裏),D:\taiko\ESE-master\ese\03 Vocaloid\Rokuchounen to Ichiya Monogatari\Rokuchounen to Ichiya Monogatari.tja,Edit,2825,False,753,753,753
000156_r170,data\cache\encoder_v1\000156_r170.npz,承認欲Q,D:\taiko\ESE-master\ese\09 Namco Original\Shounin YokkQ\Shounin YokkQ.tja,Oni,2934,False,899,899,899
001142_r1272,data\cache\encoder_v1\001142_r1272.npz,恋,D:\taiko\ESE-master\ese\01 Pop\Koi\Koi.tja,Oni,1899,False,332,332,332
000698_r771,data\cache\encoder_v1\000698_r771.npz,転生〈TENSEI〉-喜与志が待つ強者-,D:\taiko\ESE-master\ese\09 Namco Original\TENSEI Kiyoshi ga Matsu Tsuwamono\TENSEI Kiyoshi ga Matsu Tsuwamono.tja,Oni,2916,False,611,611,611
000523_r570,data\cache\encoder_v1\000523_r570.npz,夜櫻ブレヰダアズ,D:\taiko\ESE-master\ese\09 Namco Original\Yozakura Bladerz\Yozakura Bladerz.tja,Oni,2557,False,567,567,567
000268_r300,data\cache\encoder_v1\000268_r300.npz,アキバ20XX,D:\taiko\ESE-master\ese\05 Variety\Akiba 20XX\Akiba 20XX.tja,Oni,2585,False,819,819,819
000696_r769,data\cache\encoder_v1\000696_r769.npz,カナデア,D:\taiko\ESE-master\ese\09 Namco Original\Canadea\Canadea.tja,Oni,2820,False,643,643,643
001120_r1250,data\cache\encoder_v1\001120_r1250.npz,怪獣,D:\taiko\ESE-master\ese\01 Pop\Kaijuu\Kaijuu.tja,Oni,1925,False,370,370,370
001020_r1138,data\cache\encoder_v1\001020_r1138.npz,地平線のエオリア,D:\taiko\ESE-master\ese\09 Namco Original\Chiheisen no Aeolia\Chiheisen no Aeolia.tja,Oni,2618,False,563,563,563
000860_r957,data\cache\encoder_v1\000860_r957.npz,ゴッドソング,D:\taiko\ESE-master\ese\01 Pop\GODSONG\GODSONG.tja,Oni,2554,False,642,642,642
000155_r169,data\cache\encoder_v1\000155_r169.npz,CUT! into the FUTURE,D:\taiko\ESE-master\ese\09 Namco Original\CUT! into the FUTURE\CUT! into the FUTURE.tja,Oni,3001,False,989,989,989
000686_r758,data\cache\encoder_v1\000686_r758.npz,レトロマニア狂想曲,D:\taiko\ESE-master\ese\03 Vocaloid\Retro Mania Rhapsody\Retro Mania Rhapsody.tja,Oni,2836,False,724,724,724
001115_r1244,data\cache\encoder_v1\001115_r1244.npz,おさかな毎日！さかなクン,D:\taiko\ESE-master\ese\04 Children and Folk\Osakana Mainichi! Sakana-kun\Osakana Mainichi! Sakana-kun.tja,Oni,1976,False,340,340,340
000783_r873,data\cache\encoder_v1\000783_r873.npz,シュガーソングとビターステップ,D:\taiko\ESE-master\ese\01 Pop\Sugar Song to Bitter Step\Sugar Song to Bitter Step.tja,Oni,2390,False,535,535,535
000540_r594,data\cache\encoder_v1\000540_r594.npz,Ridge Racer(裏),D:\taiko\ESE-master\ese\07 Game Music\Ridge Racer\Ridge Racer.tja,Edit,3147,False,944,944,944
001090_r1217,data\cache\encoder_v1\001090_r1217.npz,ドキドキ恋の予感！？,D:\taiko\ESE-master\ese\03 Vocaloid\Dokidoki Koi no Yokan!\Dokidoki Koi no Yokan!.tja,Oni,2257,False,473,473,473
000991_r1106,data\cache\encoder_v1\000991_r1106.npz,未来への鍵,D:\taiko\ESE-master\ese\09 Namco Original\Mirai e no Kagi\Mirai e no Kagi.tja,Oni,2475,False,468,468,468
000461_r505,data\cache\encoder_v1\000461_r505.npz,The Carnivorous Carnival,D:\taiko\ESE-master\ese\09 Namco Original\The Carnivorous Carnival\The Carnivorous Carnival.tja,Oni,2370,False,777,777,777
000403_r438,data\cache\encoder_v1\000403_r438.npz,魔導幻想曲,D:\taiko\ESE-master\ese\09 Namco Original\Madou Gensoukyoku\Madou Gensoukyoku.tja,Oni,2749,False,796,796,796
000503_r548,data\cache\encoder_v1\000503_r548.npz,Scars of FAUNA,D:\taiko\ESE-master\ese\07 Game Music\Scars of FAUNA\Scars of FAUNA.tja,Oni,2421,False,780,780,780
001122_r1252,data\cache\encoder_v1\001122_r1252.npz,DDU-DU DDU-DU,D:\taiko\ESE-master\ese\01 Pop\DDU-DU DDU-DU\DDU-DU DDU-DU.tja,Oni,1995,False,348,348,348
000440_r479,data\cache\encoder_v1\000440_r479.npz,夜桜謝肉祭,D:\taiko\ESE-master\ese\09 Namco Original\Yozakura Shanikusai\Yozakura Shanikusai.tja,Oni,3016,False,986,986,986
000866_r965,data\cache\encoder_v1\000866_r965.npz,ラブユー☆どんちゃん,D:\taiko\ESE-master\ese\09 Namco Original\Love You☆Don-chan\Love You Don-chan.tja,Oni,2466,False,509,509,509
000837_r932,data\cache\encoder_v1\000837_r932.npz,BLAZING VORTEX,D:\taiko\ESE-master\ese\07 Game Music\BLAZING VORTEX\BLAZING VORTEX.tja,Oni,3198,False,797,797,797
000798_r889,data\cache\encoder_v1\000798_r889.npz,ねこくじら,D:\taiko\ESE-master\ese\09 Namco Original\Neko Kujira\Neko Kujira.tja,Oni,2918,False,591,591,591
001222_r1365,data\cache\encoder_v1\001222_r1365.npz,ハロー！どんちゃん,D:\taiko\ESE-master\ese\09 Namco Original\Hello! Don-chan\Hello! Don-chan.tja,Oni,2475,False,349,349,349
000249_r280,data\cache\encoder_v1\000249_r280.npz,天照,D:\taiko\ESE-master\ese\09 Namco Original\Amaterasu\Amaterasu.tja,Oni,2750,False,858,858,858
000023_r28,data\cache\encoder_v1\000023_r28.npz,トロいか2000,D:\taiko\ESE-master\ese\09 Namco Original\Toroika 2000\Toroika 2000.tja,Oni,2536,False,872,872,872
000996_r1111,data\cache\encoder_v1\000996_r1111.npz,Mulberry,D:\taiko\ESE-master\ese\09 Namco Original\Mulberry\Mulberry.tja,Oni,2373,False,544,544,544
000169_r184,data\cache\encoder_v1\000169_r184.npz,Singularity Game,D:\taiko\ESE-master\ese\09 Namco Original\Singularity Game\Singularity Game.tja,Oni,2509,False,811,811,811
001038_r1159,data\cache\encoder_v1\001038_r1159.npz,無慈悲な王,D:\taiko\ESE-master\ese\07 Game Music\Mujihi na Ou\Mujihi na Ou.tja,Oni,2182,False,443,443,443
